untuned,tuned
-175.7691291629385,-176.35961552037793
-167.91790057247715,-167.91790058658148
-178.5878092765488,-178.90529900805228
-174.1419919055659,-174.90115186535485
-159.8036539508778,-159.80365388978987
-179.09602286211492,-179.0972308097406
-170.0855579713404,-170.08567979582955
-165.70503873683418,-165.7050461091103
-160.71045154412536,-160.8258610622546
-179.1434353503399,-179.14343681454739
-163.3909643405513,-163.39674447744818
-186.27156721323345,-186.27156677591276
-165.6987365079361,-180.77937189876116
-158.99800490938537,-159.00096169272186
-162.2728709567488,-162.52464961054096
-174.09233400184044,-174.1070817494833
-173.9323207502764,-173.93361948834783
-169.00346177237617,-173.43219555914322
-160.3875360717523,-160.38753602325733
-154.30232479805957,-154.30232476539283
-165.28855349220936,-165.30467348503896
-174.34455389296798,-174.34932275139718
-177.6717399718766,-177.6831351922716
-164.27567358635025,-164.27567349276387
-148.8043552367665,-148.8544086025826
-180.14470875001712,-190.14418371783546
-172.23378936618457,-172.2337906546992
-161.42668402776405,-161.42668358307236
-168.08024272728647,-171.10387660659046
-167.34911546858237,-167.34911536826527
-169.8763961494102,-169.87639604035837
-168.50330930086528,-168.5109244230064
-171.35769694347874,-171.35769610611754
-157.47795483957003,-157.66254191116147
-157.39564749877235,-157.39564742908306
-178.6113002146543,-178.61129952794232
-144.10378587545983,-144.1901728393879
-166.5563897195819,-166.55638953550857
-166.44646281192905,-166.44646270285517
-164.06084980574593,-164.2453425961209
-159.2981264397096,-159.2981769517907
-161.42131704304614,-161.42131658147372
-172.13065451192327,-172.13065583533245
-176.7418254786973,-176.74196403233032
-161.99497577561453,-162.13192627461154
-171.96451187782787,-172.16816113857902
-152.07680083085717,-152.07680050669393
-178.57840006573622,-178.57839999699144
-160.2215671538587,-164.14496591943276
-165.99620008229024,-165.9961995431047
-166.74936355356232,-166.80520348881294
-158.01060270369672,-158.01060506647434
-166.38379597711986,-166.39359723890524
-156.20711732292085,-156.21209417654285
-173.7795098869865,-277.2590430315746
-164.8526556000642,-165.04400531056075
-153.58099364220286,-210.40702397423226
-171.8620351259975,-171.86779886994674
-178.31537603003403,-331.9805389078909
-158.36577169689903,-208.85588729729506
-169.70542711567168,-169.88055968379632
-158.37364706984624,-296.18664641060775
-164.951064918418,-164.95464247733048
-167.83523326349965,-167.8352345033984
-157.1294212603243,-157.13268349833942
-171.44248280643285,-171.4529020174576
-161.0327386851807,-166.22559541552897
-182.9940737061152,-182.9941219457989
-170.30391239075584,-170.30391978017758
-170.39022231100836,-182.77336641367546
-161.90828572546405,-188.41587120867166
-175.98521094404066,-175.987965376842
-183.80337013351271,-197.29358818587457
-168.83164426782542,-354.92924357595575
-163.50999001094647,-163.50998043629045
-173.60445769536858,-176.14746553257598
-162.69895879971205,-162.70200045981102
-163.57163841875638,-163.57163817218955
-174.55649406918843,-174.5584693313205
-170.88029095022839,-205.62077418766967
-175.36430599021028,-175.36430594864112
-161.5296858738684,-161.52968543334742
-166.31596889293454,-166.31596617690127
-162.9145281676092,-162.98332987816752
-163.0465895825683,-163.1483239551909
-160.225904477095,-231.5106539249398
-165.60072334385143,-165.6007234854491
-184.2990655612807,-305.4045673513915
-172.54123332316345,-258.7621619400359
-161.43016301078598,-171.36760333890237
-159.37408893773357,-159.3758458505748
-155.05940030589647,-155.059400143402
-175.34557511688803,-175.3456270198485
-161.25240489133392,-161.25240474063946
-161.32096702371314,-161.32694730980285
-160.64445171174376,-165.66764239624416
-170.15043328892625,-170.15043315948355
-170.26643605387784,-268.58174712124276
-168.06423478735599,-168.06423446816189
-173.8944557709554,-173.89933298681268
-168.67629745688595,-168.6762974313282
-159.55292158742168,-159.55293649121813
-152.8301724637204,-152.83241712177045
-150.59185164795852,-150.59185385120782
-184.04821620134265,-184.05002378749236
-166.8067773384111,-166.80681159542877
-161.56980097238255,-161.572539069318
-160.11860878850936,-160.11958446839049
-168.55343413165266,-168.55343264765636
-170.3944416404425,-170.86254194721135
-171.39231874242014,-230.1496305905921
-174.10586046918155,-174.1058595841286
-168.51417150555548,-168.52164814091446
-174.74875233935774,-176.20020175594976
-170.80607163830254,-170.80607061053053
-167.89589436972994,-167.89589584338106
-159.53099742725357,-159.53100918338464
-167.57708781522638,-167.8264737277754
-164.05740652603703,-178.83385511758325
-161.27521415714557,-161.2752136416711
-167.57929303157673,-167.57993792875075
-166.50593509545075,-166.5059350052953
-175.88224069807282,-175.8999732020726
-157.37970852907824,-157.3797084370924
-162.20802544455162,-162.33625066270884
-162.19937801342314,-248.97274816301143
-166.35597746455034,-166.3559874821743
-169.47642730077257,-169.47642758045112
-176.42201836981553,-176.42266988127082
-173.8710293837715,-173.8720816713007
-142.5432286124383,-142.54322819102532
-157.37632309558754,-157.3844652040129
-172.29260456227837,-305.3258129178196
-169.9116859279303,-169.9875202404253
-170.71028073071318,-170.712745279797
-155.49131923951802,-155.86372353114692
-172.13763264064306,-172.138777896259
-163.87460541586933,-163.87460499227666
-172.50809158721444,-172.51907081662853
-170.9403100127617,-170.9924364323203
-155.33920231837595,-155.3392021883125
-175.8678481326616,-175.87293766980414
-172.49238815203734,-172.4923877067738
-175.95681064711226,-176.03058751644323
-166.17860731998312,-194.65291000316682
-173.01139077188378,-291.8394514023628
-168.82631156672917,-168.82675180051837
-165.92830735139296,-165.9283939266018
-180.81031059935944,-180.97997620788686
-175.95811229711,-175.95811198803597
-167.73809044699087,-167.73809036849502
-171.54767440785815,-171.7122405373999
-167.87306506915073,-167.92433291781657
-178.18514727619186,-167.8175808635079
-170.99947888792522,-170.99947870468264
-173.42259656127288,-173.42259655595012
-172.67931235062935,-173.3743102211946
-166.8692429364715,-190.7733528779234
-173.02622990309197,-176.02036129241927
-167.4778810203676,-167.53087316953628
-178.63976969354357,-178.63991885271645
-177.49784396382478,-286.33743590571277
-155.69743789202766,-155.8457335555911
-166.03063106246884,-166.03104901247062
-178.97770797047662,-179.06274668229048
-159.24259431578224,-159.24259418777513
-173.43975349736615,-173.60416706076523
-172.8093015511145,-172.8458700855042
-157.54357408933038,-157.5435738658044
-157.6872693815385,-281.3920108869707
-161.1002445914187,-161.10070069080467
-171.21969633931977,-171.26378050950078
-164.8114293288728,-164.81143060606047
-173.71877741965022,-173.71884038210615
-169.30465017047402,-169.30827095895768
-162.441278021187,-200.45680148180094
-177.41559295485507,-177.41559286941754
-169.6400218067066,-169.64002171286177
-169.640155457417,-169.64015395608217
-162.62627610679164,-162.6267386358499
-165.04956083017652,-165.04956068803085
-170.17803936931875,-171.1987468077173
-161.26389041998584,-161.263890004021
-175.0686780927094,-175.14778577285006
-172.4600236534634,-172.4602556522721
-172.96250484771969,-172.96250470344467
-160.4411590176904,-276.7497453108082
-164.64230478133774,-164.64230504501876
-161.36249994151842,-321.8502751928082
-166.77155358594507,-166.77155322225366
-165.55703811881864,-165.55704039333602
-154.62961584192692,-155.53301900634767
-172.60748923821285,-172.6074885638664
-167.40316343201005,-167.4721682973306
-169.90590204569287,-169.92588792351808
-169.3282942771931,-169.32830408009977
-167.9728454412897,-167.97284497111485
-162.06208654369289,-162.06209191394146
-139.855317917138,-139.87642090761398
-175.32570956257257,-175.33429969224068
-161.728757935945,-163.1953598527094
-177.279804278256,-247.519487338126
-171.562390947727,-171.56239589935547
-169.43824354150377,-169.43824339657746
-157.1714077953169,-157.19918569360428
-172.60472259441613,-172.60472238073316
-164.33404587219627,-164.33404538680367
-169.4296714786683,-194.6127623268396
-166.045935540036,-166.0459352442214
-175.55726247296502,-176.3361524153196
-165.82861733085332,-165.88828923529888
-171.48252815929948,-171.48461687745882
-164.613334204352,-164.64617437655517
-161.47904217006914,-161.82613883034466
-176.27861293610417,-176.27861276793354
-169.01803025196068,-169.0232367779932
-161.65859881461074,-162.0374453234675
-166.7038497028234,-166.75777055335521
-165.92148639741043,-165.9215524355807
-164.7565860548296,-164.7565858048902
-180.37057908360478,-254.82452313188207
-165.864269904793,-165.8994920159455
