untuned,tuned
-174.19918418893297,-343.47491088276297
-168.71565796826098,-168.71565737356318
-152.848970392412,-161.99247648811422
-155.61072131514055,-155.6107211865314
-151.70840726409278,-168.81496127404114
-163.54415969384792,-163.60618130340134
-165.57965255783793,-167.83984999484494
-179.2198086660698,-179.24017287517077
-173.88218230217217,-173.91454911463686
-178.18761908503168,-178.2138792478994
-173.46851531152316,-173.4685960549711
-172.97381595877602,-172.97381489168995
-166.81143133922924,-167.28005664590822
-156.7903275511104,-156.7958248444561
-173.34352090529433,-173.66290663447853
-175.21882901083387,-175.22525363058332
-171.34219383696632,-171.34219273888544
-172.4252576205627,-172.42525858710388
-170.12030850577645,-313.45414094942225
-170.27443467694724,-170.30423305178562
-173.93769695116322,-174.28157568136658
-156.6961466659431,-157.0537332357896
-163.74160933676137,-163.7480051207566
-153.49322486088664,-153.4932257648638
-161.81253557925112,-161.8128473673225
-178.9282416149502,-178.92824076131726
-165.27821471041293,-165.2782146144839
-156.14560272893794,-156.42698619731783
-172.37865298194123,-172.66520382652382
-166.38277061593402,-166.38277007519338
-178.66076831986084,-178.66076860265576
-174.39786277960326,-174.39796161209495
-159.70096107449382,-159.70096096561576
-163.61203395411712,-201.7435850449819
-168.46986808319735,-185.8427862431908
-164.90229945616693,-164.90229889131567
-170.42689730271894,-170.42689692903747
-169.96881755311102,-169.96885760473577
-162.32889899599306,-162.32893363509976
-172.00374085466177,-197.54528427940676
-164.14178104341914,-164.14177999703892
-170.5045783835263,-182.24795765802347
-154.89784268378781,-197.0114370708106
-174.4946279959953,-174.4946277044758
-169.14671853580688,-169.14671878498876
-172.84870012371806,-172.91721490141106
-146.4856301474095,-146.55144465336633
-161.43854340968159,-163.99006654969153
-167.68669685711626,-245.073540885738
-159.0932327056167,-159.0932327143493
-172.52193117407703,-172.52928268385637
-171.1197095373508,-171.11970943871654
-161.02511174659128,-161.97442550026938
-180.4232744049258,-180.42327405633154
-162.18929120654877,-162.2120751784521
-169.1584175279883,-169.1584394703594
-173.554364393242,-173.5543641519751
-155.4811853697912,-155.48118596662385
-164.2473474522233,-164.24734743343345
-176.1851848433978,-176.39734885397968
-167.31390037913985,-167.86247753072712
-165.0684983848595,-165.09723463256825
-162.3009317125081,-222.65493658525946
-161.82991954228459,-161.83529898357267
-171.12503993157642,-260.90176166623104
-169.6723631421736,-169.68069928342356
-159.91714238376298,-159.91714191079333
-180.01035448637376,-180.01035431588735
-165.3980430300674,-278.7654666250579
-180.62893678302856,-180.6289367785452
-178.2834172326911,-178.28598582244746
-168.62759919253426,-169.85533873479483
-159.9109431135355,-159.91380174777007
-163.48354038156435,-228.12901242495116
-163.11199377558137,-197.97937252780645
-183.96874462209354,-183.97428299801058
-157.03591023251954,-157.0369000482345
-171.5635378194928,-171.81073976493175
-157.36030977972104,-259.67641558229093
-166.44292659896874,-166.44292649420558
-158.51531263991595,-158.51723633648405
-156.3491991503496,-156.34919912846001
-162.22012291579526,-234.0344981642216
-173.66903473625848,-173.7023429938928
-166.057503387775,-166.05750191605654
-177.9475728906433,-177.9475723372463
-175.3288671771046,-175.33635561012017
-168.58155478988755,-168.60445974770863
-165.4506875689502,-165.50958466026617
-161.8900199135992,-299.0147915703218
-171.02978091455952,-171.03011140493996
-173.90494275081755,-197.5063607494361
-156.93953102968425,-216.74263746412169
-162.76045067799765,-164.7085048285506
-158.37059899779186,-158.3706028007839
-162.591981758077,-162.5919812644422
-173.36420172818507,-173.64448422619847
-169.99735604736856,-169.9973558029577
-162.6616927223516,-162.66169269279465
-158.94510576242328,-158.99271472614095
-165.42812897683882,-165.42812886046852
-182.44023603512133,-182.56592731230012
-169.30040828041047,-169.55252149540513
-177.34937476803427,-177.34937397541853
-159.73970751316247,-159.73970730277398
-163.7197741597132,-163.71977382831628
-165.68154329106176,-165.6815429304853
-167.63819617325163,-167.63819616719258
-183.5742396480548,-183.57423747628656
-150.66396649805847,-150.66396716111535
-163.89055146314263,-163.89099928647903
-175.23947897850883,-175.23954783522353
-171.90259705003734,-171.9028661257317
-152.482797990683,-200.90580116661334
-161.79176448934652,-161.79176435262787
-173.71405387990788,-175.4878540710155
-161.28177128812285,-326.15265891171896
-174.35998440586067,-174.78355273656692
-162.60515066740328,-162.6051505690529
-158.80676043487028,-158.80724589976052
-172.89542270793186,-264.16342383750384
-157.3660938698364,-157.36610023495078
-188.16384857532918,-188.16384575355414
-174.18377770561594,-174.28695810670135
-156.84280219137221,-228.7452290000565
-166.64288421860235,-166.6460361496095
-164.0548702800936,-164.93085803615875
-164.51057598629583,-164.51057145558886
-169.861429954616,-170.12748153988844
-151.01097668908136,-265.2794610810295
-175.8751937312029,-175.87519361888667
-166.68983573272772,-281.4899695374562
-154.5829805977109,-154.9894261629855
-162.26274210939022,-162.26277510510891
-170.30872289907163,-170.32508783842826
-166.82293714613363,-179.6722717816131
-181.2581733003451,-323.02355107177334
-151.77726214370955,-151.77726209443387
-180.92435051024225,-180.92435031037218
-171.6887638618884,-171.68876383306196
-169.5540551712403,-169.55405501732253
-172.62297465993686,-172.62530654874115
-171.26199295883296,-171.26199156679786
-157.83980534167728,-264.8784766363191
-173.40364850532603,-173.550384963483
-171.1714174618722,-171.18479935741442
-165.24845585086172,-165.24845552792658
-188.27846715634837,-170.55430218032336
-152.1871568424079,-152.1871563974783
-169.89633733570133,-169.89641148189006
-170.4340934424502,-276.33301345177347
-175.76405447592464,-175.88050657482626
-164.70097167762296,-164.71172161621632
-162.7595610569188,-162.76175259206087
-162.54542959271822,-162.54542921436837
-156.77687429568562,-156.77695362901324
-154.66711646776002,-154.6686378911822
-157.60828212653956,-157.60987907480126
-177.8573957842127,-348.6127802076346
-175.4326662538074,-319.80098276265164
-162.54516270899927,-162.5451625894897
-171.24457642154846,-171.31625425914854
-152.88476108145755,-152.8850075683817
-182.0611549631193,-170.4945466368083
-157.47748863185717,-157.47754762118976
-175.32896471864956,-175.5595392637091
-167.73755355604345,-168.5200738326324
-170.08118386806615,-170.08118358931202
-170.12585948651127,-170.1258592067673
-176.65629318781478,-176.67045643887218
-174.07706570722542,-178.24117639219975
-185.09692058245395,-189.03211231185423
-170.115058330487,-171.02878521873097
-170.22522915007426,-170.2252210422672
-168.5769480174752,-184.10351632649287
-166.17353750079826,-166.17353715570943
-163.59194691050897,-163.59194646276563
-161.25511893553391,-161.26881127122948
-170.01262889379566,-170.0164872373561
-168.8919206665143,-288.2961891174931
-180.66952086550094,-180.66952059602866
-171.21865904448742,-171.26062557902202
-176.92871845116713,-199.84877299260796
-156.96491039200907,-156.96491424954965
-178.8626306596475,-179.04587567905543
-167.44600097678506,-168.0076192939397
-166.58003971424483,-166.96636814699508
-161.88865973466653,-163.19602037110292
-166.92487546581327,-166.95235636326578
-153.525711246144,-154.1647012671878
-164.035704872838,-164.03570433068077
-178.59385863017218,-178.8648830037423
-144.7114655075551,-144.71151902499702
-172.9156608462399,-172.91566887430048
-160.9257583271785,-160.92575467321535
-155.26447067914836,-171.77326008111146
-180.4922287310912,-273.6170452384587
-172.31220788233082,-172.31220777504254
-152.85128915453154,-152.85128845191173
-154.84971473600322,-154.8497147960735
-171.09467781281512,-171.60845691153287
-160.69041630554264,-160.72225950820095
-169.68209804824463,-169.72195960489302
-171.58605731262747,-171.58605825269245
-173.99007824466554,-175.66111446456875
-175.97712944019165,-175.9800641747105
-169.49334341572646,-205.68649233151035
-159.39402587937786,-159.3940253982076
-168.64066121571807,-168.64066065098456
-161.29862741914258,-162.05488909793763
-159.03149028922195,-159.03149008029095
-181.16099490661344,-181.1730205347217
-172.4164254215106,-175.3948762135904
-165.8509884373007,-165.8699113146858
-172.4948821955262,-172.49541569928647
-174.597421134096,-174.59741972213237
-171.9185299683016,-171.9396517562917
-159.82570413398037,-159.8304696732789
-165.9390922980329,-165.94808149273786
-156.908490337881,-156.90849023134427
-160.08428734362175,-160.20549372151567
-173.679844978208,-174.94119384950054
-165.40684414578604,-291.609740631001
-170.43629545659417,-170.44694208777557
-180.09867879860593,-180.13809969376433
-170.91239891805787,-307.8294188083317
-173.8764037776144,-173.87640314254938
-155.71745947346562,-231.92715148386065
-157.89706773642638,-158.010991675798
-151.8391179287637,-152.2988969788713
-153.2491907500741,-153.24919061834328
-176.13703337497037,-176.14587018307125
-163.93315714970174,-163.93315661999526
-166.63565981853682,-166.63565975683866
-168.35225312731544,-168.35231021680886
-157.90194633692494,-157.90194586219775
-171.01739230861028,-171.01932698402584
-163.42378297599402,-166.43395586697085
-165.45570829910736,-165.45924850459426
-164.08221475386176,-164.0831057110355
-169.36012252200243,-215.43578467018324
-165.14818538855423,-165.1482127578427
-184.09635172142717,-211.7700911258562
-153.16251116320126,-153.1625109955992
-171.20523631867047,-171.20523603662292
-169.50743325892202,-169.50773440088147
-162.23311804280013,-162.23311537295632
-151.54100825247366,-294.9930550818931
-168.33274953026512,-168.3327491954069
-170.75687809740612,-170.75687786472344
-150.8341619326559,-150.83421597676005
-166.27168826679144,-166.2717576081409
-165.65426335823466,-165.65426321166353
-154.5962613214311,-154.65758950254957
-149.0455779016113,-149.0859624862242
-167.67415067171777,-170.76880088521352
-171.05667100807904,-171.0566710051928
-165.318322627726,-189.38828042115784
-170.5839960792785,-170.58399598345903
-175.71533224233758,-175.74911035559114
-151.72908332438953,-151.73415665509074
-166.0390530535777,-177.07834886620435
-166.4178942528613,-166.42257085020515
-174.8758974763021,-174.9081029973871
-167.98012859537533,-168.0173226679285
-171.2547097821173,-171.2547091322515
-166.32177128639427,-166.3218261876267
-154.3357901674189,-154.33578986403603
-170.36852818204483,-170.376019691895
-171.1964229429608,-171.19642279703547
-166.92306681411958,-166.92599563360204
-169.0998577694137,-205.16117019059732
-160.15714895113945,-160.28637420743246
-161.82325739228213,-161.8232649414988
-159.05583943937305,-159.05583908272854
-164.99851373813334,-165.10903068733643
-154.17621193556502,-154.17621635828255
-164.70510412790165,-164.705199014543
-164.8830085284032,-147.5604633164379
-163.5165081445314,-163.53665915430764
-163.3742465797456,-163.6319721234354
-157.21884214901178,-157.53995694226103
-168.90126971830193,-168.90126866026603
-165.7532710766663,-165.75400515417803
-151.43830123975135,-151.4383011195132
-165.80639902378397,-165.80639877577974
-153.96840362491446,-154.01058045394734
-174.92751892629013,-175.91197565306476
-178.27295807354824,-167.82692461125356
-165.20024247682983,-165.20024844999324
-167.37002435275738,-167.37002430292313
-163.67671687673675,-163.6767159723563
-165.80217181361013,-165.8080029076116
-175.4619492188396,-175.63120254517509
-172.24630383693648,-158.42657453663628
-160.66361274903875,-161.55035513100174
-175.56293691367307,-175.56293995346908
-162.8395489604208,-177.73259308272335
-168.06334592588237,-168.07301403594718
-160.09217346640455,-160.09217337889024
-167.75759834006323,-167.7602949836533
-185.40500253833392,-185.41002570140046
-159.6032068147465,-159.60320625500833
-167.44102181387564,-167.44102121197437
-161.5313590961863,-161.59410867295173
-162.5742295998259,-162.57422957650022
-158.95894338217545,-158.98870899341443
-172.73862585478167,-172.73862569972175
-147.48013041952933,-147.48216127943542
-174.41173915043237,-174.41173911406645
-161.16088594449445,-161.17070775716178
-176.8889227361372,-176.90647138440528
-170.96939028297044,-170.96939023447163
-183.60367859963168,-183.60363687388357
-169.55214263874922,-169.55214168237177
-152.19385871493552,-152.19385809348546
-168.10940881517826,-168.10940870427294
-178.50891128921478,-178.5089111377418
-176.16796387554086,-176.1679638301105
-164.8739279261008,-225.06269881005784
-163.2323231372186,-163.46791076619803
-157.07612600733282,-166.12326286004597
-169.11699783615404,-169.21715463198035
-167.92454042731677,-168.0366979587804
-167.96735504726354,-167.96761275576534
-166.88214951105658,-168.79059961019016
-161.9013103256695,-161.90251110088457
-176.25830352150913,-211.26793416841946
-157.01486028327665,-157.01789468476292
-170.7383230766883,-170.7383225341996
-147.57504046362692,-147.57617445565455
-164.6009026841374,-238.31728446479627
-158.77730801598375,-158.88199578797725
-163.6321380919282,-163.63213788675273
-164.90205688581656,-167.8910393184401
-147.13415364507898,-147.13415354920676
-167.39504519069487,-167.39533824139278
-157.49150359016494,-157.4917354757753
-168.05309908292725,-168.0530989661654
-176.39188314694542,-177.37918991918482
-165.81862232632247,-165.81861996915177
-172.6020409462473,-172.60243030528682
-154.72310516865778,-154.72311860859628
-162.5799819357302,-162.57998147622152
-158.36416260762076,-158.3641620101683
-182.6580293758623,-182.65802852808957
-165.03187138841588,-165.03250505684588
-159.47789718700778,-159.47789715452438
-161.07520864703247,-161.10291812739416
-171.36377662976707,-248.0127953859274
-161.30651916295938,-161.30651901179942
-165.48784061327706,-165.4878398792468
-160.95213998636714,-177.28800182535468
-173.68767783253543,-173.68767734695322
-158.4328815188149,-184.49784518873076
-169.32708412779198,-169.32708368478836
-157.62805111531117,-157.62805108201047
-166.27982812848842,-166.2801096892398
-172.83779422615166,-237.29581629545126
-180.1879854388482,-180.1879847429604
-178.87682862050292,-178.87682849049708
-167.60276781552946,-227.72887688179577
-167.04941727778967,-204.45859185068355
-174.5575321845068,-174.56298803655628
-157.57952803528684,-157.57952772100236
-167.38516834577038,-167.40756790652426
-166.59434601913654,-166.5943459318899
-167.93025418018834,-183.48000322472558
-159.3873531842531,-159.38791345818794
-171.75463288766665,-171.75515190312382
-166.1414883465818,-166.14148592929655
-174.4286524910523,-174.42887354949698
-175.07101945367492,-175.08156574547246
-173.39817109796724,-175.07849684517925
-173.23239921813627,-174.3025246929995
-172.28613987549332,-172.77632971301523
-176.81050780878596,-176.81050757531204
-172.98338402446723,-172.98476475440344
-166.77460730932242,-166.77460734579103
-171.20197767071784,-171.20197629285366
-160.87962296524447,-160.87962284124893
-162.29822998116362,-162.29822993370345
-166.4095151346446,-179.17116135258945
-156.59927860763696,-156.80180034436225
-164.44948284027353,-164.4494827778264
-165.76134114604065,-165.7613410418531
-159.82159799664925,-159.82159787681974
-168.29152992169972,-168.29152984467277
-169.8837497537703,-195.40452865464164
-176.87813435057885,-176.87872889070266
-165.83108541631816,-258.8182403821982
-157.01788767732128,-157.0178871866703
-176.55519681885045,-183.4492113207743
-160.1918299883149,-160.191829631024
-158.23419714834282,-158.23420410543616
-170.22557026154192,-295.7089548445
-165.61208313308333,-165.61208267105698
-168.2351305998876,-168.23515075524185
-169.21261189853345,-174.57975923415137
-157.54886621381587,-157.54886645514026
-165.6638360766991,-208.34132264155727
-165.7683069361866,-165.7688949974966
-176.54574700372416,-176.54574669658382
-168.04668473828616,-168.04668443118663
-150.61139748904267,-150.6120149583249
-167.05025759811485,-167.05027020646583
-153.11518632464333,-153.11518565098592
-164.6206545560716,-164.6206543717604
-176.8931637611754,-176.8931663856027
-163.9724184140128,-163.97241809716013
-162.30842199402093,-162.30842188112197
-170.93568862393994,-170.95952045253506
-176.9158821305178,-176.932830143197
-156.3943372048772,-156.398932996692
-172.64138380250512,-208.87406216704636
-165.17606500384355,-165.17832802832584
-175.49504962604982,-175.49504897108807
-160.4994159888641,-249.86583479658754
-166.5950104380533,-290.21786578605247
-155.03981281370255,-324.2035871578229
-179.69190783496995,-179.69190520461265
-167.27259788822477,-167.27259782941624
-155.5946199475718,-168.49171822439422
-164.2696988100868,-164.26997439834796
-166.081307618739,-166.08130741655054
-177.30577641703331,-177.30577581192813
-155.99580842069622,-230.16285918449984
-171.68777007008777,-186.6455175324078
-176.38128828281845,-176.48789764781128
-180.5861867988674,-180.59277871073317
-163.7762589866855,-229.22172249568757
-165.244599355841,-165.24460395210284
-173.58541837380287,-173.5854178446358
-172.8250029689596,-172.82500288523116
-157.0742910032154,-157.09638523166876
-169.74799839880944,-169.74799702178726
-166.63490999591014,-166.63521801320644
-168.8210266086919,-168.82102614241364
-155.6798075718994,-155.68228491122977
-156.78977445380855,-287.3656011316349
-160.46441041119547,-160.46441029304208
-153.41471811655612,-153.41471808869102
-157.8365717515027,-204.46694185575632
-169.15990387394038,-169.18567230194628
-154.11053461743236,-154.1106256640507
-180.04681995941615,-180.04681962514744
-159.48071818907857,-303.2724064702048
-170.27085062526086,-170.2708503239598
-160.90465793333254,-160.90465780695735
-175.0729935363375,-175.07305078045448
-166.60295578416225,-166.60372542032087
-173.1839408597503,-173.23011460668596
-173.51429235319114,-173.51429220899172
-161.82923418266253,-161.82923414545257
-168.1906703509584,-168.19066819235394
-165.29599945531226,-252.48000711426977
-172.3044865519806,-172.30448639249482
-168.8103744609865,-168.81533932808554
-162.61723772263178,-166.4014739727216
-167.60281877627517,-167.6028185936804
-165.8612035229565,-165.86783161274798
-173.34815929733858,-173.34815870865998
-155.0111744231745,-166.06662405699458
-153.06848357618833,-153.06848350612523
-170.41572380729306,-170.41572369099651
-167.54314646786582,-259.0435874699573
-168.99178537169797,-168.99178489784543
-181.66235109282928,-181.66390765685276
-173.08088943149122,-190.66275048394306
-178.3065332931214,-178.30653774008528
-167.21514532349966,-168.09476046283655
-174.07152941025052,-174.07152918814495
-165.10626001482365,-166.20758806528227
-176.3160351145866,-176.31934964370737
-167.09337436211075,-303.0305780885051
-165.50503912854356,-165.50503890100015
-166.55299897589003,-166.5529987782209
-169.7801049659013,-169.78010492699028
-182.19376602503104,-241.62754559092247
-166.4177610893455,-166.41776102887474
-174.1901738721498,-174.19017349700758
-182.24888774794718,-182.25106661803375
-165.0170359161114,-165.0172876075746
-179.03374644512206,-179.2400607723311
-154.12610880476865,-210.5744516453018
-164.89512862755436,-313.42780838721995
-168.23542617851086,-168.23542565700205
-163.1083939988791,-163.1083935028298
-181.09397068738656,-181.0939705266961
-157.59875783152097,-272.52827957053313
-153.06955711880678,-153.12675425235983
-163.21582972225698,-165.7150700990587
-160.8904830550274,-160.89048231787234
-172.27508974067513,-252.66955900557497
-163.93883660310308,-163.93883654522656
-171.7282400694533,-171.75114239349557
-159.87003265537163,-159.8706368443698
-168.92976210997517,-168.9297619270219
-161.48593572340457,-161.48638932635356
-172.1961288718577,-172.19618119611118
-159.01727176520205,-248.93357916626638
-180.12725327631136,-180.13010618124133
-160.6377792281031,-160.6378026921753
-158.44085585147292,-158.44085575086962
-153.38644464796477,-202.655535819897
-179.49382722520397,-179.4938268479154
-149.92619675372842,-149.92642113673497
-163.6002382284386,-163.6184859216965
-192.43578205350423,-192.4357817781679
-168.24907637304813,-168.24947585129223
-171.68954767049632,-171.68954745613536
-172.7769339557468,-173.76703460676015
-161.86606845322342,-187.7609148129755
-173.01715843838437,-173.0193603921782
-157.73770155490342,-157.8646141928119
-160.72549346461943,-160.73486558983888
-175.50224637700694,-175.5022531039874
-161.67316969566912,-161.6732180372703
-175.61565789705813,-175.72854249647116
-163.3575066373703,-163.35751850061558
-158.7464296541259,-207.08471914774003
-171.61932083873904,-171.6193211900403
-164.8183424794687,-165.22370131966161
-176.61334080351872,-176.6133407708594
-154.5059598493827,-169.38780412390963
-168.8842282358341,-168.8842279819299
-174.96354563333978,-190.39779151736113
-162.97816113658092,-298.5328505749884
-174.1422971916686,-174.14229708161483
-149.25359738483832,-149.42433343959294
-164.03970447543054,-164.50172638381986
-165.47426903059198,-170.1024192157056
-162.08435077618532,-162.08435075342533
-151.77970513374146,-151.81429485163375
-160.3511064680579,-160.69187936269452
-164.93381622055753,-176.26256641269904
-168.20674843810627,-168.6234477493166
-160.25614726048894,-160.46834758216977
-163.26119237074056,-163.26119340360594
-170.0746018739758,-269.49969213249994
-174.06722202982996,-174.06722142849932
-159.42526480020297,-159.43763171004701
-157.55472256754732,-157.5547222059172
-158.17751197387759,-158.17751176635926
-167.3836320222659,-173.86485388568286
-159.8041336022265,-159.8041967965493
-168.5660732421462,-168.72724634645027
-170.798547134241,-170.7985469486893
-167.9360843884804,-167.9453468039324
-167.84666324799292,-167.8466630046736
-178.03150954243557,-178.46940270136983
-162.60232700346708,-162.6023917721531
-158.7686957015075,-158.7688027111973
-158.0626315824261,-283.3176990945402
-161.03197620872558,-161.03197609021066
-154.51512537972906,-154.51556564320418
-165.6352391964648,-310.4431130507379
-171.32534926369476,-282.4797745298713
-165.56147293839422,-165.57080311317247
-157.38849012397048,-157.38848954890068
