untuned,tuned
-198.6758187410477,-300.35437213475495
-341.1759963413017,-359.48763486903
-374.5683174937092,-322.75992044573775
-192.46419977969043,-378.79515354897785
-234.94057698761833,-372.97881235880305
-202.76663795502736,-172.27123371717494
-140.5292314781924,-240.06753348042432
-371.3767268113435,-185.94857197574902
-370.4613635383177,-371.5253952791488
-199.09055488794388,-363.752837057584
-189.53812958124848,-163.01092849822135
-181.30873276497368,-190.7528454118296
-302.47757018013823,-249.92827075998605
-172.91601607384007,-380.1475138436182
-259.33710358447513,-278.5141443287295
-273.243155493368,-273.2431554941489
-375.45401618819335,-191.4543683161529
-375.10784558519754,-334.0619239668339
-236.1900783032915,-374.7507678042056
-298.4936488805057,-374.7280278970302
-236.3448962650271,-191.40693271403785
-379.4087110814873,-376.51439677605936
-249.05387124702645,-377.294326623202
-184.10299956054558,-272.0532611431386
-193.92134884466742,-181.0549517967929
-256.1384744449619,-186.9013380546992
-373.2441668776958,-181.74867905997118
-372.9267161070726,-372.03071817917186
-272.9772011623977,-203.64440893531696
-372.8931993883573,-372.89379690316156
-190.48275051474724,-381.39276478544315
-186.19960852941563,-377.91674358273565
-192.74405610578117,-190.24829513672842
-184.36082833870194,-373.442517278416
-377.71195807588657,-377.6871033503259
-183.9935073657002,-379.2878166128187
-188.38929846161528,-375.1077809481005
-183.8622823405391,-186.6043390189594
-287.1929746666716,-249.51802259402183
-258.60053051952667,-190.5042392336759
-186.72397652858507,-379.9134516540453
-187.19394201166511,-207.90869897560108
-378.1414745791198,-381.1265477052852
-267.17258481110866,-377.8021794227061
-222.68615493173712,-191.05845168391448
-379.4579763295962,-380.32284265860017
-246.01069638607652,-187.123508191873
-176.76820367211002,-254.40385969636014
-255.0736728619636,-182.82771865428828
-270.5637459026814,-179.9281169406443
-362.843749452927,-303.91902102604547
-214.32790652299957,-214.32791221147505
-172.26675257345255,-378.56882513124333
-376.15401733074305,-178.60654981870567
-269.532205498005,-174.6848390288864
-235.12516297320784,-375.7879460288567
-174.53840921737316,-371.3164995014563
-374.0144122964356,-163.96300199103004
-375.4442877852134,-195.3695463827184
-184.99342831198857,-196.67321891635436
-204.24972064307116,-185.0800246439274
-174.5264974511901,-364.1433753434281
-372.67131587065415,-282.7750474566558
-248.05955045941823,-268.7648760788832
-369.4680709732356,-169.51487371974235
-292.6257998839733,-191.02072589199142
-377.4270706891996,-176.84984009893094
-179.01903358173575,-379.96458246609575
-253.78407678439402,-200.8069647107523
-360.82876490259105,-267.7570238551601
-184.89916924389757,-194.04140074260602
-176.55245850452457,-293.7034586468075
-201.82385072605672,-237.46881180950672
-278.7856161841586,-179.4006383136458
-175.58259109359915,-162.67606461123432
-332.3560241780905,-378.7261166953355
-182.44903467527934,-302.0828893491711
-185.79413426168742,-377.7119763087343
-373.68990547826235,-372.6537787453394
-207.64005491174163,-299.11284866843266
-178.02539808736856,-367.5819503910954
-170.5435586349225,-245.02724914314817
-243.08809900235843,-173.7246912101479
-238.4763545035754,-195.59139693965125
-182.66161475917875,-365.8443148724985
-202.61991477161308,-334.29557576767183
-369.1510294040604,-367.4139906395589
-187.5242552869598,-171.78518846989783
-377.5192624782589,-195.61391743536876
-373.84089510044254,-257.57704209913936
-380.1002761678021,-380.10055330443976
-271.6789819736811,-271.6789891269382
-375.6053788541866,-223.5987602271355
-240.11124595800845,-368.4191707062518
-294.71626505428867,-376.25639645124056
-185.28146807000405,-198.53729244422942
-182.4665420492305,-286.12458966510394
-213.7725310344847,-381.32928476110135
-273.9806797057504,-182.67791459398637
-170.79160140597932,-375.4877205031173
-379.6687438438609,-382.77849247304056
-375.53458145461855,-361.23647620572535
-377.8340165814181,-377.21054502391036
-373.1719859345717,-208.15260432277853
-260.33515353074165,-259.34971777030756
-362.8716145749331,-374.09296675946996
-292.5693560564804,-377.33080598541704
-223.5197208230261,-274.66862712271245
-267.62763940087507,-288.8821555700387
-237.8200817037877,-370.00261012826223
-364.5484866430577,-172.11777593823697
-206.5627612370828,-185.85183195951572
-241.49139266218862,-194.21745274053228
-374.9032644613877,-203.97372455753435
-182.82552174193245,-176.75479918151154
-373.87113747728483,-378.38632356088647
-379.93834336497997,-376.3483130306364
-281.68248653957164,-374.34815460947135
-227.97039832820474,-288.4609644857927
-376.6316538711694,-376.65024085841145
-180.0343734877216,-180.36783933900685
-258.91253857030256,-182.799236668074
-254.13823195578067,-179.2162176252001
-261.3769519662721,-171.97973368388313
-267.6997328463894,-375.754622226546
-375.84281280672843,-190.21457186819723
-226.18789589047395,-379.92639139195524
-366.86203997272855,-368.15488135233676
-172.50553701948263,-280.19716826419165
-371.5824189196411,-202.44355512262015
-189.79845268758612,-379.9530962650752
-186.95717123753582,-192.23520691587106
-246.6805756211408,-194.5471585995606
-370.8034606136832,-203.39778947958493
-378.4166088919437,-378.4305305936659
-195.89819293229797,-373.8858090499978
-375.00853334277474,-233.54037403277272
-377.1376339295902,-379.54395900601327
-371.0509154461455,-177.27458628741624
-244.56839701483904,-183.6373377215112
-251.10800687314452,-166.37126803551033
-195.72344738040363,-271.5688121304853
-189.77675377406928,-170.96075680369427
-180.82286136713196,-165.07215624911174
-372.04567254287565,-278.49824660076314
-198.21673716534178,-373.03772167990894
-176.32117020822915,-285.47893382740256
-218.98353026895532,-377.7832292695049
-375.7001489066057,-377.2585875675836
-181.25138267690286,-385.5955310471317
-181.71612685034347,-169.66820926438226
-195.95295311466694,-197.12880423569388
-192.51357277616336,-380.43435344809456
-265.1916698243054,-370.709490916141
-201.3314018085651,-373.74959445943034
-276.0444628242602,-194.19246909322916
-199.510386142497,-278.79626135542753
-258.03366760911905,-183.94950098952745
-190.1027288157917,-179.57320451179982
-215.0858907054124,-288.7393491866925
-231.0672087469428,-166.47282160577004
-178.16122746337984,-251.2048088175527
-257.97298037831575,-189.32122982484634
-215.65010272726505,-177.2296360314233
-375.4817325670846,-378.3858798069095
-290.49914054774206,-291.2575769766372
-191.5973154747553,-241.83379249446313
-171.86245182174582,-179.71408538598072
-156.44000779375952,-291.0144394699616
-358.2816288176687,-369.9811463436167
-249.4500255365026,-249.45008935593663
-372.1816946352705,-373.9349516929135
-373.8860603611662,-274.4016252654408
-232.22124702432956,-280.6767678507007
-200.87125651101456,-284.7049459708602
-353.7370053692531,-365.88461842377313
-274.4787582236566,-380.6225324655279
-196.36655248747405,-246.1329316465164
-377.9938194596122,-196.01511759474522
-253.38455464554573,-380.9961563126863
-270.1408020715372,-382.3035112594895
-204.2690563091715,-206.95499109485507
-186.39899267210473,-366.4973353720219
-227.55902384311787,-176.50787328246037
-180.4238563388543,-264.7558990795439
-209.77312110405762,-378.17601959158844
-187.82882368974043,-186.2710728750442
-295.3897410111258,-373.5072473060395
-374.1916237224309,-243.90418402843142
-249.23293618811488,-180.0747588049718
-202.30909367505927,-220.99684416957874
-177.66502504451606,-231.47739838718985
-373.23544235995234,-165.18239175861322
-369.2604613214706,-260.9623144068677
-373.1422326295607,-373.91752025568684
-202.0149064998978,-190.3216542623131
-369.505762920075,-158.3316385652892
-197.23531821083463,-367.4075704449337
-373.43217959792435,-378.26828451986756
-185.29521612627775,-303.07343792590876
-374.50409368891525,-158.1254664593772
-181.39113295589226,-365.22769015979145
-258.2910279380891,-279.8341872544036
-299.4876153666995,-377.5891537345859
-376.9806390224166,-282.6657963607919
-262.9554136840867,-370.8013338806354
-209.72094478551975,-377.2686798863499
-160.96256711413346,-173.39895544164057
-187.86446902992066,-372.316136800192
-253.637444542116,-379.2016860591867
-254.30386486141845,-254.30386488006707
-183.78635313929846,-377.09056289304965
-251.77687518362745,-284.05526608264324
-261.70027943961543,-187.08665917642725
-182.80439450646622,-182.81603463716854
-377.8707841008923,-182.24269741228318
-377.26132593568576,-184.4831039964907
-378.29895871423713,-378.9955570007736
-262.64469360150395,-372.0906472599548
-372.2365132924711,-371.1696471502496
-181.42071886854478,-181.42658654015082
-371.625474738806,-255.58119370397452
-374.96987786275406,-376.4785811970773
-377.8124819572814,-180.14374381764867
-378.8838151614249,-376.20279802566745
-363.0232676265789,-270.21528872393117
-194.5786252702566,-370.095482271547
-178.31053002212607,-377.3763974147321
-178.25751961148825,-370.02892268809967
-182.8114061482268,-244.51577360757034
-261.2921797619854,-218.01073667978892
-163.25983273092328,-310.92639577039176
-189.8084640273163,-171.96453131217748
-378.50420284269404,-192.1260252974783
-182.08604313037927,-376.2648056796251
-274.73661171459105,-235.404788753655
-246.70685225678903,-182.99761051137733
-376.2956202480244,-198.92317695881763
-188.15922705423458,-377.8698436646826
-230.5901582908067,-378.39814445662216
-260.5965020451864,-380.17195460218664
-376.2221519199586,-181.06444709193858
-368.6788082275044,-370.86640871356076
-227.65694351633766,-373.07183321945956
-188.3253114032629,-380.4185914128763
-185.59696913447013,-204.8400874650055
-367.1621421655235,-172.74132163559045
-177.3348822501752,-250.80146125805862
-170.99095308605337,-246.71273051963962
-375.9870765711324,-266.13576929276354
-243.82421274018435,-375.75309401205595
-183.98824780692172,-189.5525983226857
-191.91190377479097,-276.9312237883934
-381.0939215827129,-378.40837380846597
-249.0830866089292,-183.79440746513006
-241.45832377905117,-192.30495479138477
-161.50364370395505,-365.55627713594885
-206.0872953377065,-281.07840941633026
-247.3908270174802,-195.91945232725294
-225.03407467054262,-218.77997951364836
-256.29692440805695,-163.45134855586815
-376.02784090798013,-200.87297965158444
-360.90372992393065,-321.39562534092425
-376.6994816691962,-155.50221587418685
-184.43399275051107,-257.67722483312
-257.05100945707864,-379.73783663127944
-377.6432754995186,-193.1395896272257
-257.2035251843847,-369.2561224962138
-275.2300350918128,-225.94030489598381
-372.47909803371135,-265.14304073537835
-370.13649505645594,-370.4184173788424
-375.7036970716175,-168.55594523045056
-271.3002265460907,-374.227157135812
-184.38975369920308,-379.0874541067215
-190.72211961909977,-376.1216479371532
-210.4700891103115,-288.44296428476895
-187.53458510209134,-234.03888257606803
-376.87841254254676,-203.41955541804288
-217.27022381153012,-176.52905144274771
-159.1198914409484,-196.29594018452215
-374.3243093946282,-247.69478536219324
-264.05234004860426,-377.5052379957334
-366.95498670860565,-209.95240756151313
-376.3291547004353,-290.7379923122546
-262.2917966513375,-254.5028835681856
-377.8241622630961,-399.300171648196
-208.58386074271584,-292.8732437469028
-242.24547767722632,-149.01347947148457
-225.78454604490872,-364.840282534381
-285.8535911069736,-380.9719677291177
-218.88089858127762,-265.16168222150736
-263.2974148407433,-181.56491299069475
-280.5534985391962,-192.27176237094722
-378.3581095185855,-305.8066501219042
-332.55771901818963,-243.4415195337781
-245.42855408777962,-167.40638143374662
-369.5891843593578,-356.181820910592
-253.9250616339034,-212.65728872141565
-225.71725522989433,-380.00219244466183
-374.54634602105006,-374.75913410067585
-374.02352181282663,-374.02354994281325
-301.2857069721042,-203.48651581861247
-177.13073744044334,-357.08504282085204
-375.12449874013004,-169.16128185325192
-376.1179778981477,-176.12610564170646
-252.9115086092208,-239.7223018791218
-378.2326733479184,-187.06090443899
-376.6536910187143,-376.653924045981
-376.7996876255717,-377.78811706618865
-228.3195311671448,-367.64671095125755
-368.18024790272506,-242.8014096868149
-178.6900651742892,-279.1536555274722
-376.1904149053114,-183.0181722024251
-375.9882377495875,-175.66881677648507
-374.5897092531313,-189.02124467495463
-238.87094075507076,-302.9918443075371
-378.1151106590029,-377.9449197602829
-374.8622568242667,-283.7579729731929
-236.80754781572108,-275.0032247163734
-375.05938372861885,-199.36301594735312
-187.40566468074596,-378.269053533569
-167.5902425514855,-375.6945155443705
-236.4166557324402,-171.70288633193627
-185.99336852269323,-376.3545346020829
-182.02359387877266,-376.5868973564616
-180.4865324226907,-379.4330171638993
-377.80489959386415,-377.80337134686295
-247.48867003056145,-242.49510291523842
-221.71832923695285,-333.22136627913085
-238.84722180926366,-358.6958132396872
-260.8597876142219,-366.7750856761413
-224.16033703375342,-371.72366516624663
-243.77549244299365,-367.0837787565519
-377.4125318315539,-377.41573542375016
-366.11366587570427,-278.6750756743891
-230.4406106739275,-358.7622091968219
-240.2857472984038,-173.97244631934655
-252.24408469444023,-252.1740293739447
-200.88282456823333,-300.1090261928329
-376.25322755635614,-376.2525522994535
-209.6460214598477,-266.63923074491106
-248.91093471299803,-379.9779586943171
-370.56194068674506,-379.06766871447314
-217.87051659453263,-377.60183368684477
-187.6682912153056,-369.4725259562379
-176.7739669223168,-176.7753263007894
-199.09575284708967,-235.11166897948172
-374.73883157266204,-193.2677261767426
-377.4397666234808,-163.36218139713344
-204.19606485571768,-364.166231537543
-371.52116981336326,-372.2924180455117
-374.2116167342705,-376.37941972107564
-375.85858071981875,-201.54714942896982
-191.40255822600994,-297.78538850690376
-299.31711164661357,-373.7676939279062
-189.39116534100242,-174.61539366191442
-192.57462175634964,-193.20178604154603
-256.63430649991193,-256.47572160867264
-359.33883645071484,-370.11572051886634
-241.24324154102442,-171.10887974884653
-373.80761541283744,-373.80472575564585
-222.84693886996973,-301.06180497102963
-275.66440358424774,-367.4820548175419
-374.3542109879776,-192.20248999506717
-164.8882070876278,-378.8066293031487
-185.1590849493198,-371.84629942877365
-376.97558441922376,-376.88263242650737
-210.9480578646413,-378.32815166677904
-371.86937777973765,-261.13126249648394
-252.0011580255932,-193.3340702629232
-379.5857600870034,-206.06276561738122
-374.17900294258646,-373.96379074919633
-372.31797942830326,-187.01624452426046
-197.86445033271076,-360.78523567735624
-372.7732600579838,-187.65321028145235
-243.48800697722933,-379.62948110195
-184.57435904281203,-379.56463474004363
-182.62004156416702,-370.1631340867443
-276.8992727874829,-379.19330527462733
-369.2722071919324,-369.2727986351077
-377.22425527188625,-288.83353469517533
-295.41931927550104,-380.3631950463794
-376.5937096534252,-374.5018064363758
-183.45674057434536,-368.16738596263855
-271.6001453280277,-210.23560153118294
-207.55278694917445,-207.0332774133634
-190.50066495689038,-379.83706425111245
-379.4040382521277,-182.73876637565718
-174.21968537999282,-267.3407791419066
-371.6701297484751,-374.06696213177804
-376.09696383160525,-251.68972984965157
-216.37711498603014,-380.29763035599524
-176.01673348612584,-207.08490318264268
-366.1669647344569,-366.16684023169523
-197.1931005388824,-293.9169960181511
-248.68154220672224,-372.97843049713583
-181.63379091217428,-225.74392457470208
-164.39839872939734,-164.67285112355438
-376.03042880445884,-379.69989631267
-376.44226847284483,-241.9459303378676
-378.8370563556446,-283.2767007173199
-382.27983628331685,-287.5827772802069
-234.75725257862166,-326.2452264345768
-179.67128433020827,-360.74780059356107
-261.8247303743318,-363.1634693996558
-373.166490052942,-213.6974210811482
-258.0084913507065,-258.10531646056927
-196.95089571934574,-378.68484780966537
-262.08018326689626,-370.69289516095427
-175.59480105939755,-368.5788148211971
-255.7988491567687,-184.62001492628622
-373.0086668971968,-170.5639245966988
-250.55279317402648,-266.46121218847077
-263.8039443585369,-182.04138420185234
-240.75976407837715,-375.28085238843545
-198.11119798599972,-258.5146972378736
-239.61370328616198,-183.5177028196182
-284.14224020311053,-179.5114600500086
-227.24704969607927,-201.3534452948424
-180.19311751131863,-377.7683815756153
-187.8837511133437,-187.88515626724057
-188.65650293264042,-353.0514757130828
-371.80613883059516,-282.88316973898867
-366.7942710986665,-202.60832579429956
-378.0546782183859,-196.8350215755194
-180.75192134241132,-210.45365741402782
-189.24338615874453,-378.5569624255241
-266.4208027316988,-178.79346453949205
-259.526919195553,-179.48310551867377
-178.91674891753837,-255.0436995987925
-186.99160156255493,-377.4000792450781
-245.67278385748725,-375.3570019828274
-168.21838845254177,-362.2581825289603
-172.04841359758336,-369.75767772730364
-365.43913192182885,-372.4294434013985
-356.0847303521756,-193.01132791419303
-283.5943235175871,-375.4564029344726
-376.98595217886265,-378.0030003107925
-200.74680829266183,-380.0127025781194
-204.43138647048477,-272.93893638251075
-361.4738685204793,-373.2538729785418
-378.9313546666567,-379.1585081623593
-224.5671301988922,-184.41494623794176
-259.1062502947872,-235.7074349997841
-199.74648896457938,-173.66915000378225
-168.81217969122838,-379.8447796728733
-250.00298023981782,-376.79620498512514
-267.37073554632326,-216.12516612366667
-274.4531906015828,-210.46061470213988
-205.11298641430903,-376.6004360334965
-255.27663348336907,-374.5035326320565
-161.0501739119402,-378.84067912483994
-370.83940300731854,-372.13592436526426
-284.77810890029707,-191.44987122600665
-169.03928929394897,-255.1924046163201
-180.0635693438598,-325.0831834093852
-181.80426907498358,-270.185809433535
-226.29934307002205,-373.33878815187035
-277.85056590772797,-368.0094713623473
-371.15630468491094,-356.3078404019788
-264.9512159447332,-253.9999794591768
-375.2970919873658,-376.73294526459335
