algorithm,case,n,RMSE_w1,RMSE_w2,RMSE_μ1,RMSE_μ2,RMSE_σ1,RMSE_σ2,bias_w1,bias_w2,bias_μ1,bias_μ2,bias_σ1,bias_σ2,median_loglik
SA,3,200,11.91679650133455,12.470247582747039,50.98572312690031,68.75620876439908,16.70367093317803,21.263782797454333,-0.24433383044959778,0.25252030552149773,-0.04383373396150626,-1.5066553339878397,-0.350835199571915,0.545019771374784,-580.0708885291565
SA,3,300,11.905409367337311,12.156302845266293,51.661921067263805,71.64699027782672,16.270070181877514,22.647291932239714,-0.24884218436118866,0.24639985507717477,0.07626416818812824,-1.505522021904058,-0.2992138152961332,0.5846056231613976,-893.1507869208499
SA,4,30,12.357587643258555,12.20972973157273,58.318001848603885,38.634094064418235,15.322417869844433,18.77025642145202,0.2642402390735584,-0.2578831548334354,1.4217940842798262,-0.10275859553684574,0.3840961436590364,-0.5141494635655641,-86.99591723872095
SA,4,50,11.789990415574342,12.050166760833507,62.80989854675905,40.659785138327884,16.581981215771876,17.731078051794846,0.24071884095821777,-0.24570949766476868,1.5053132635945228,-0.08543968692606452,0.4111446091604068,-0.4562782881737353,-149.348665386026
SA,4,100,12.04927350047073,12.286364106613135,67.62471519362154,45.9717640135466,20.054264057346007,16.866248090128803,0.24815834429576183,-0.25960295739368716,1.5408768652459224,-0.019727702481632248,0.5211514196939016,-0.4017902804916611,-291.708844924248
SA,4,150,12.280939666872012,11.943062177167972,65.64546127670697,48.56338470559894,20.870460639544945,16.592971409609085,0.260085740812384,-0.2409862889419686,1.4421707746364665,0.021902661067315865,0.5389282787774161,-0.36484937862945854,-425.4630248272389
SA,4,200,11.89130368532125,11.846578356191408,68.74250416358235,48.58340397424642,21.648076211078592,16.419270391833614,0.24605555330640788,-0.23593241792940312,1.464127283307231,0.030569678925269628,0.5634441963724377,-0.33339762342033696,-571.6200289122814
SA,4,300,11.72304583740598,11.898914932362656,69.99666560091572,52.88747055466858,22.615275776693988,15.582881537509847,0.23699721077981128,-0.24433989046138604,1.5156102865738967,0.036532115267704945,0.5927432580257792,-0.2826908999865919,-834.2378952077895
WOA,1,30,16.556301250916853,16.556301250916853,36.21391331481223,37.11157154007113,14.376292889861439,24.371328454578126,-0.15566666666666662,0.15566666666666668,0.4744458047239605,0.4189103859404411,-0.307891937694838,0.7016215030080125,-35.65269531084376
WOA,1,50,16.61659144081935,16.616591440819352,39.12301034344016,39.43071461199692,14.120823898390402,25.694230695086613,-0.16166666666666663,0.16166666666666668,0.5178899435380383,0.459532352613562,-0.2780722298209938,0.7348114459492988,-59.97854445563362
WOA,1,100,16.65666366486531,16.65666366486531,44.858169997102536,44.287031788228724,14.36928305781745,27.083496587785795,-0.16566666666666663,0.16566666666666668,0.5531886378343039,0.5505370378602972,-0.24834495903709863,0.7695917694605752,-120.32619517231261
WOA,1,150,16.825905952165275,16.825905952165275,47.58586225207136,47.172699630729376,14.503218730283548,28.113117970555376,-0.18266666666666664,0.1826666666666667,0.6161389327463964,0.5564850254923926,-0.20640258646018161,0.8002952650446072,-182.03981551391416
WOA,1,200,16.73652028084425,16.73652028084425,49.20097964174865,50.08583419535987,15.023012828654329,29.159700035223334,-0.17366666666666664,0.1736666666666667,0.5953532306176025,0.5547027410138702,-0.21597456216198085,0.8256474314648163,-241.68742373372797
WOA,1,300,16.636639617957034,16.636639617957034,51.316104060393776,50.822016711121016,14.351168272402388,29.7767240699383,-0.16366666666666663,0.16366666666666668,0.5859362906201236,0.54531199760033,-0.16674368898468817,0.8401226342090022,-363.77886763793657
WOA,2,30,15.811388300841896,15.811388300841896,54.210062552798334,36.84208766147353,13.391910761416918,13.389447686790628,0.010000000000000009,-0.010000000000000009,1.3988423275866535,-0.5830165212290163,0.28806574950327535,0.28894243377595263,-46.22411033990991
WOA,2,50,15.811388300841896,15.811388300841896,58.88607484889789,36.57911202171522,14.6625435912248,14.71107183635515,-0.0050000000000000044,0.0050000000000000044,1.5378359815082567,-0.5073321657882768,0.32374922211318513,0.32744274422971953,-76.29316020077898
WOA,2,100,15.811388300841896,15.811388300841896,60.15403800119807,37.76329718728599,16.3976949565422,16.353202020845508,0.0040000000000000036,-0.0040000000000000036,1.56110729743044,-0.44525244851879575,0.3911501222936703,0.38655173437711643,-151.72929841749934
WOA,2,150,15.811388300841896,15.811388300841896,61.972799656590716,38.56929058844099,17.042484641068317,16.90467773256155,0.0040000000000000036,-0.0040000000000000036,1.6070665643393962,-0.4054837798531752,0.39556465087552006,0.39891807693550396,-226.59049288592843
WOA,2,200,15.811388300841896,15.811388300841896,62.40438011823627,38.497281534922024,17.792800178831477,17.59768824937532,0.006000000000000005,-0.006000000000000005,1.6293025535600343,-0.4078770312317328,0.4447146394524214,0.42263331188765674,-302.29496855789034
WOA,2,300,15.811388300841896,15.811388300841896,60.7656618791067,39.27138973806104,18.449411695478563,18.129276054026136,0.01200000000000001,-0.01200000000000001,1.523633937980874,-0.39222198872581904,0.4439079086832689,0.4310149793609662,-452.8456940242141
WOA,3,30,17.790446874657196,17.790446874657196,39.65595965017937,40.293220445190016,12.238554010105943,24.635392585554694,-0.258,0.258,0.6856022550942878,-0.7515200054437355,-0.17890299125825948,0.6926579050595782,-44.90416424509127
WOA,3,50,17.578395831246947,17.578395831246947,42.300630203897,41.28161379342152,12.777770795302148,26.5018873012973,-0.243,0.243,0.7695110348351887,-0.6812742076487295,-0.14576868314459968,0.7519880344320513,-74.36951662711928
WOA,3,100,17.74823934929885,17.74823934929885,47.41117025996335,43.86746603085289,12.178017626006422,28.450905876582222,-0.255,0.255,0.8126310033385369,-0.6831153749760981,-0.06510341736628822,0.8041991046372139,-149.8965807252142
WOA,3,150,17.81852968120546,17.81852968120546,51.78463632780393,46.77091967122059,13.881011178257626,29.118262087589176,-0.26,0.26,0.8703351394831437,-0.6444326801001302,-0.06795592830496877,0.8202876957903937,-224.21547001279924
WOA,3,200,17.95828499606797,17.95828499606797,52.9946347226048,48.823647275211364,13.881872788088026,29.667514395743986,-0.27,0.27,0.9166064358549273,-0.6764857714085306,-0.04161311604893658,0.8286587377926273,-299.08402694710776
WOA,3,300,18.12456896039186,18.12456896039186,55.30919781230769,49.560852078050445,13.716136543972132,30.793330795727808,-0.282,0.28200000000000003,0.9183324260777663,-0.6551407000516607,-0.004952938014154751,0.8750586685555357,-448.78066422963064
WOA,4,30,17.564168070250297,17.564168070250297,67.00722414495958,39.8068514354104,24.5548355947094,12.297829046428648,0.242,-0.242,1.6981157834808045,0.24770082191220788,0.6943590812722498,-0.1798448601893472,-44.59067043835746
WOA,4,50,17.944358444926362,17.944358444926362,69.29581322067628,44.969104387593255,26.672843979571216,12.2667849094392,0.269,-0.269,1.7117655162453487,0.34227750892805875,0.7633608098915459,-0.13361838634052547,-74.55934888337096
WOA,4,100,17.705931209625774,17.705931209625774,77.51867648283644,48.3079263459786,28.678145436674416,12.813265098768499,0.252,-0.252,1.9119402158270138,0.3160473457444848,0.8121999653943135,-0.08371252543351904,-149.398378900133
WOA,4,150,17.52141546793523,17.52141546793523,79.73778975058696,49.53179759039886,29.706334805907158,13.351489135565469,0.239,-0.239,1.9567458764164902,0.3475869017018467,0.8446742740071367,-0.06253220440290741,-224.1254187641033
WOA,4,200,17.7341478509682,17.7341478509682,78.31200311337727,53.89214170221945,30.626307514307193,13.802020495036992,0.254,-0.254,1.868414015942522,0.4515035979492765,0.8764886775474803,-0.050126262848588676,-299.3064798474715
WOA,4,300,17.621010186706094,17.621010186706094,82.11440547035818,55.63375371455004,30.934928462636147,14.052258056908311,0.246,-0.246,1.9586650730856392,0.4296095169508154,0.8661658506459544,-0.030621202693413396,-448.8791218482426
ϵDE,1,30,12.426161965400603,12.426161965400604,30.643576383920873,32.67479372658705,22.547574256873133,18.76242605836399,-0.16265641997357583,0.16265641997357594,0.06788781362980628,0.04076829187063014,-0.568998592794703,0.41153169417305924,-0.985045090875582
ϵDE,1,50,12.139814980295103,12.139814980295103,32.55977870260958,36.27285633378651,21.871523068538743,19.223652317694857,-0.14418009779568441,0.14418009779568458,0.028062406443240855,0.0463117651502425,-0.520513582330543,0.41081338870597944,-8.243013741113307
ϵDE,1,100,12.459728623275499,12.4597286232755,37.661927836156536,37.91682728470698,22.25428924645787,20.524918360166755,-0.16534264770550722,0.16534264770550733,-0.031596272778791,-0.08551324079437256,-0.5331795487140609,0.45844287112539084,-28.460868888826365
ϵDE,1,150,12.514033546672717,12.514033546672719,39.3853219974041,40.33388919410733,22.296304503789873,20.482463948776292,-0.1662461885775427,0.16624618857754275,0.02878986196854573,-0.04322358066542022,-0.5369856667696804,0.4583871929231655,-50.08596419456581
ϵDE,1,200,12.812682093013368,12.812682093013368,44.005115025333566,39.31692582055098,22.39038476381096,20.510076855747446,-0.18575922016766416,0.18575922016766394,0.012577231822098297,0.06897661386196631,-0.5325585044970186,0.46343481973017636,-61.42261900963952
ϵDE,1,300,12.073558760058898,12.073558760058901,40.67454297720038,42.190026162413474,22.059513249727857,20.99298629791022,-0.15301553545431523,0.15301553545431518,0.08670943413161168,0.006384909649318614,-0.5261779418241972,0.4751761954053271,-117.64235573482993
ϵDE,2,30,7.007805293095239,7.007805293095239,44.07494045999641,43.91551213556263,6.682727770820248,6.68463474195475,-0.002213103639806646,0.002213103639806757,0.9488423577103396,-0.9288678643414406,-0.007209099110022488,-0.011550637627421312,-35.28172639471236
ϵDE,2,50,7.719068669743831,7.719068669743831,45.7570154400532,46.0461804833448,7.2112843033756375,7.129332347017917,0.011004246893790426,-0.011004246893790481,1.023510691385325,-1.0060213173332753,0.02298160719492004,0.00426947913009057,-61.092036806860605
ϵDE,2,100,8.493159086855801,8.493159086855801,45.80884046749735,45.13368364542639,8.159774989870645,8.430148003953674,-0.018839354436655964,0.018839354436655853,1.0128464203173149,-1.008992704915149,0.03252756971412368,0.06355831057953631,-126.14276396524565
ϵDE,2,150,8.543344031203604,8.543344031203604,44.834273224088975,44.91805633389433,8.809466618494914,8.494704611037015,0.010134739406410298,-0.010134739406410243,1.0002766166203765,-0.9756280069922351,0.07436371717385248,0.057969810634390995,-190.51043741806996
ϵDE,2,200,8.79700010296925,8.79700010296925,44.43433510906362,44.3389793810954,8.832064936582501,8.751087073393661,0.004958668677624067,-0.004958668677623956,0.977339262492311,-1.0063336510064955,0.08693317169695114,0.08798805827749157,-256.49389239431537
ϵDE,2,300,8.868519823678229,8.868519823678229,43.21730606048354,43.988484956068696,9.246116941968218,8.956913048362928,0.006307256576253528,-0.006307256576253528,0.9427507433614832,-0.970474691062004,0.10034487311407803,0.09103024162659445,-384.5056179979327
ϵDE,3,30,13.091480865345096,13.091480865345098,37.056505726658656,46.9770476634797,20.19104770323497,18.11240244289949,-0.24942694228123408,0.24942694228123413,0.36667253718137066,-1.0130626153950484,-0.4833091227295532,0.39655135341202846,-34.68404456558291
ϵDE,3,50,13.693207327558836,13.693207327558836,38.759819987966246,50.654443721530725,20.080765659343374,19.418300709848992,-0.2516128683059174,0.25161286830591734,0.35044846590273265,-1.0871732307602304,-0.4562778861998046,0.42402071352709997,-60.93629413596257
ϵDE,3,100,14.011195252603539,14.011195252603539,39.889174128940255,55.27149729311258,19.86144056912143,20.669259348541715,-0.2487948630077037,0.24879486300770365,0.3413289515470149,-1.2171177021588173,-0.4210706617342693,0.4574511652875352,-126.53460714290136
ϵDE,3,150,13.903647347927604,13.903647347927604,41.136317748420126,52.572600412528764,19.565222817097148,21.34899872895249,-0.24440693275259473,0.24440693275259467,0.36730827952644357,-1.1150553412734587,-0.4042622507346041,0.48398809718210417,-192.16537205991733
ϵDE,3,200,14.009525733848989,14.009525733848989,40.71953437929452,55.62969407499876,18.88593617138647,21.69500029923968,-0.23969282721968344,0.2396928272196835,0.3967729984328023,-1.1817704864583423,-0.3755275329796741,0.5044950862439439,-259.45513991307735
ϵDE,3,300,14.48879325877052,14.48879325877052,42.55617057194661,56.02387115155519,18.801483716918014,22.341124908489174,-0.255569649055649,0.25556964905564894,0.28425143646944,-1.1756113557777348,-0.36876134669434346,0.5249095837079878,-392.03855472513897
ϵDE,4,30,13.319275090712557,13.319275090712557,46.86006815804505,37.54729882251672,18.14855428825753,20.28959747070023,0.2569827489868435,-0.2569827489868433,1.0258238352056492,-0.3796969123062095,0.3995666353614879,-0.49352480456755576,-34.977402795805475
ϵDE,4,50,13.579647793525632,13.579647793525632,51.424738837774555,38.18883466459038,18.95602257284477,19.569799365523988,0.2397762303477195,-0.23977623034771944,1.0927858459044992,-0.37932769940107836,0.3983969643931256,-0.42804249848150167,-61.13575454149097
ϵDE,4,100,14.255535398630863,14.255535398630863,54.23225052030531,40.585024639828525,21.130805081395927,20.308077622821898,0.2552420286531174,-0.25524202865311735,1.179945327983912,-0.38151144126079495,0.47961641457358334,-0.4387911582880759,-126.36157890316127
ϵDE,4,150,14.138883912013917,14.138883912013915,53.709668674216076,41.03910951186186,21.368153413491797,19.62246028924291,0.2474814597209301,-0.24748145972093005,1.1323984224110353,-0.3589532394450772,0.4844040333650224,-0.4043279896961097,-191.74338502115276
ϵDE,4,200,14.262695552244004,14.262695552244004,55.83482472409727,42.49054391158946,21.702688152212243,19.396399654414704,0.25456618355044136,-0.25456618355044136,1.209915382947562,-0.30620755754815576,0.5018064669286002,-0.39754786685120114,-258.16673082046367
ϵDE,4,300,13.964448207694401,13.964448207694401,57.86466712708189,42.330293486653986,21.766772228224234,18.441698543592185,0.22310008644323148,-0.22310008644323143,1.225831411131426,-0.29145745836792347,0.5002324979350963,-0.3481814778449944,-389.72528888505565
